zone,date,population,day_of_week,is_weekend,is_poya,rainfall_mm,season,prev_volume_tons,waste_volume_tons,demand_level
Kandy,2026-10-10,130000,5,1,0,18.99,monsoon,78.4,92.18,HIGH
Kandy,2026-10-11,130000,6,1,0,46.69,monsoon,92.18,87.08,MEDIUM
Kandy,2026-10-12,130000,0,0,0,39.27,monsoon,87.08,75.82,MEDIUM
Kandy,2026-10-13,130000,1,0,0,0.93,monsoon,75.82,76.17,MEDIUM
Kandy,2026-10-14,130000,2,0,0,1.6,monsoon,76.17,79.24,MEDIUM
Kandy,2026-10-15,130000,3,0,0,9.98,monsoon,79.24,75.23,MEDIUM
Kandy,2026-10-16,130000,4,0,0,5.51,monsoon,75.23,72.77,LOW
Kandy,2026-10-17,130000,5,1,0,24.37,monsoon,72.77,70.57,LOW
Kandy,2026-10-18,130000,6,1,0,14.14,monsoon,70.57,86.97,MEDIUM
Kandy,2026-10-19,130000,0,0,0,18.89,monsoon,86.97,80.13,MEDIUM
Kandy,2026-10-20,130000,1,0,0,1.95,monsoon,80.13,72.88,LOW
Kandy,2026-10-21,130000,2,0,0,3.0,monsoon,72.88,71.66,LOW
Kandy,2026-10-22,130000,3,0,0,11.17,monsoon,71.66,76.98,MEDIUM
Kandy,2026-10-23,130000,4,0,0,18.52,monsoon,76.98,78.12,MEDIUM
Kandy,2026-10-24,130000,5,1,0,4.45,monsoon,78.12,86.11,MEDIUM
Kandy,2026-10-25,130000,6,1,1,49.42,monsoon,86.11,111.61,HIGH
Kandy,2026-10-26,130000,0,0,0,11.99,monsoon,111.61,94.51,HIGH
Kandy,2026-10-27,130000,1,0,0,0.67,monsoon,94.51,88.1,MEDIUM
Kandy,2026-10-28,130000,2,0,0,13.8,monsoon,88.1,83.59,MEDIUM
Kandy,2026-10-29,130000,3,0,0,25.65,monsoon,83.59,71.61,LOW
Kandy,2026-10-30,130000,4,0,0,3.57,monsoon,71.61,76.37,MEDIUM
Kandy,2026-10-31,130000,5,1,0,14.16,monsoon,76.37,93.24,HIGH
Kandy,2026-11-01,130000,6,1,0,34.54,monsoon,93.24,87.45,MEDIUM
Kandy,2026-11-02,130000,0,0,0,6.54,monsoon,87.45,85.64,MEDIUM
Kandy,2026-11-03,130000,1,0,0,4.82,monsoon,85.64,79.09,MEDIUM
Kandy,2026-11-04,130000,2,0,0,25.94,monsoon,79.09,77.78,MEDIUM
Kandy,2026-11-05,130000,3,0,0,1.51,monsoon,77.78,74.66,MEDIUM
Kandy,2026-11-06,130000,4,0,0,14.67,monsoon,74.66,85.0,MEDIUM
Kandy,2026-11-07,130000,5,1,0,2.76,monsoon,85.0,88.9,MEDIUM
Kandy,2026-11-08,130000,6,1,0,20.03,monsoon,88.9,84.99,MEDIUM
Kandy,2026-11-09,130000,0,0,0,1.51,monsoon,84.99,83.26,MEDIUM
Kandy,2026-11-10,130000,1,0,0,0.36,monsoon,83.26,85.41,MEDIUM
Kandy,2026-11-11,130000,2,0,0,11.87,monsoon,85.41,88.03,MEDIUM
Kandy,2026-11-12,130000,3,0,0,3.96,monsoon,88.03,88.71,MEDIUM
Kandy,2026-11-13,130000,4,0,0,10.3,monsoon,88.71,76.78,MEDIUM
Kandy,2026-11-14,130000,5,1,0,66.08,monsoon,76.78,81.72,MEDIUM
Kandy,2026-11-15,130000,6,1,0,7.77,monsoon,81.72,88.82,MEDIUM
Kandy,2026-11-16,130000,0,0,0,8.38,monsoon,88.82,87.22,MEDIUM
Kandy,2026-11-17,130000,1,0,0,71.09,monsoon,87.22,78.65,MEDIUM
Kandy,2026-11-18,130000,2,0,0,2.06,monsoon,78.65,79.51,MEDIUM
Kandy,2026-11-19,130000,3,0,0,12.96,monsoon,79.51,76.67,MEDIUM
Kandy,2026-11-20,130000,4,0,0,4.81,monsoon,76.67,73.04,LOW
Kandy,2026-11-21,130000,5,1,0,6.58,monsoon,73.04,84.08,MEDIUM
Kandy,2026-11-22,130000,6,1,0,1.08,monsoon,84.08,90.23,HIGH
Kandy,2026-11-23,130000,0,0,0,24.17,monsoon,90.23,75.84,MEDIUM
Kandy,2026-11-24,130000,1,0,1,3.99,monsoon,75.84,100.17,HIGH
Kandy,2026-11-25,130000,2,0,0,15.78,monsoon,100.17,89.51,MEDIUM
Kandy,2026-11-26,130000,3,0,0,11.42,monsoon,89.51,79.18,MEDIUM
Kandy,2026-11-27,130000,4,0,0,16.61,monsoon,79.18,73.78,LOW
Kandy,2026-11-28,130000,5,1,0,77.09,monsoon,73.78,81.26,MEDIUM
Kandy,2026-11-29,130000,6,1,0,19.68,monsoon,81.26,99.16,HIGH
Kandy,2026-11-30,130000,0,0,0,9.39,monsoon,99.16,88.96,MEDIUM
Kandy,2026-12-01,130000,1,0,0,15.81,dry,88.96,80.82,MEDIUM
Kandy,2026-12-02,130000,2,0,0,0.96,dry,80.82,75.55,MEDIUM
Kandy,2026-12-03,130000,3,0,0,3.84,dry,75.55,79.23,MEDIUM
Kandy,2026-12-04,130000,4,0,0,0.51,dry,79.23,84.79,MEDIUM
Kandy,2026-12-05,130000,5,1,0,2.14,dry,84.79,92.41,HIGH
Kandy,2026-12-06,130000,6,1,0,5.47,dry,92.41,95.9,HIGH
Kandy,2026-12-07,130000,0,0,0,0.83,dry,95.9,81.46,MEDIUM
Kandy,2026-12-08,130000,1,0,0,24.45,dry,81.46,72.04,LOW
Kandy,2026-12-09,130000,2,0,0,9.23,dry,72.04,78.06,MEDIUM
Kandy,2026-12-10,130000,3,0,0,3.68,dry,78.06,75.11,MEDIUM
Kandy,2026-12-11,130000,4,0,0,7.04,dry,75.11,77.43,MEDIUM
Kandy,2026-12-12,130000,5,1,0,0.68,dry,77.43,91.34,HIGH
Kandy,2026-12-13,130000,6,1,0,6.17,dry,91.34,99.64,HIGH
Kandy,2026-12-14,130000,0,0,0,0.18,dry,99.64,84.65,MEDIUM
Kandy,2026-12-15,130000,1,0,0,2.23,dry,84.65,77.85,MEDIUM
Kandy,2026-12-16,130000,2,0,0,0.46,dry,77.85,78.27,MEDIUM
Kandy,2026-12-17,130000,3,0,0,1.82,dry,78.27,80.89,MEDIUM
Kandy,2026-12-18,130000,4,0,0,2.53,dry,80.89,87.85,MEDIUM
Kandy,2026-12-19,130000,5,1,0,3.63,dry,87.85,90.95,HIGH
Kandy,2026-12-20,130000,6,1,0,12.59,dry,90.95,98.13,HIGH
Kandy,2026-12-21,130000,0,0,0,9.53,dry,98.13,88.06,MEDIUM
Kandy,2026-12-22,130000,1,0,0,1.17,dry,88.06,81.32,MEDIUM
Kandy,2026-12-23,130000,2,0,1,10.52,dry,81.32,104.12,HIGH
Kandy,2026-12-24,130000,3,0,0,10.13,dry,104.12,93.28,HIGH
Kandy,2026-12-25,130000,4,0,0,1.82,dry,93.28,87.98,MEDIUM
Kandy,2026-12-26,130000,5,1,0,0.42,dry,87.98,90.8,HIGH
Kandy,2026-12-27,130000,6,1,0,5.94,dry,90.8,95.69,HIGH
Kandy,2026-12-28,130000,0,0,0,2.12,dry,95.69,87.04,MEDIUM
Kandy,2026-12-29,130000,1,0,0,8.64,dry,87.04,83.18,MEDIUM
Kandy,2026-12-30,130000,2,0,0,0.71,dry,83.18,90.21,HIGH
Kandy,2026-12-31,130000,3,0,0,7.24,dry,90.21,82.93,MEDIUM
Galle,2026-01-01,100000,3,0,0,0.96,dry,55.0,48.05,LOW
Galle,2026-01-02,100000,4,0,0,0.79,dry,48.05,51.7,LOW
Galle,2026-01-03,100000,5,1,1,2.29,dry,51.7,78.09,HIGH
Galle,2026-01-04,100000,6,1,0,2.83,dry,78.09,76.67,HIGH
Galle,2026-01-05,100000,0,0,0,1.87,dry,76.67,57.89,MEDIUM
Galle,2026-01-06,100000,1,0,0,0.56,dry,57.89,57.25,MEDIUM
Galle,2026-01-07,100000,2,0,0,5.12,dry,57.25,57.61,MEDIUM
Galle,2026-01-08,100000,3,0,0,5.25,dry,57.61,52.78,MEDIUM
Galle,2026-01-09,100000,4,0,0,0.82,dry,52.78,52.0,LOW
Galle,2026-01-10,100000,5,1,0,26.36,dry,52.0,55.2,MEDIUM
Galle,2026-01-11,100000,6,1,0,0.3,dry,55.2,61.81,MEDIUM
Galle,2026-01-12,100000,0,0,0,0.65,dry,61.81,57.28,MEDIUM
Galle,2026-01-13,100000,1,0,0,1.81,dry,57.28,56.97,MEDIUM
Galle,2026-01-14,100000,2,0,0,0.32,dry,56.97,54.26,MEDIUM
Galle,2026-01-15,100000,3,0,0,3.56,dry,54.26,50.41,LOW
Galle,2026-01-16,100000,4,0,0,4.89,dry,50.41,55.21,MEDIUM
Galle,2026-01-17,100000,5,1,0,3.74,dry,55.21,60.5,MEDIUM
Galle,2026-01-18,100000,6,1,0,10.88,dry,60.5,65.84,HIGH
Galle,2026-01-19,100000,0,0,0,2.99,dry,65.84,59.03,MEDIUM
Galle,2026-01-20,100000,1,0,0,2.67,dry,59.03,53.79,MEDIUM
Galle,2026-01-21,100000,2,0,0,8.79,dry,53.79,56.81,MEDIUM
Galle,2026-01-22,100000,3,0,0,0.06,dry,56.81,58.0,MEDIUM
Galle,2026-01-23,100000,4,0,0,2.69,dry,58.0,55.42,MEDIUM
Galle,2026-01-24,100000,5,1,0,1.5,dry,55.42,63.45,HIGH
Galle,2026-01-25,100000,6,1,0,7.14,dry,63.45,68.41,HIGH
Galle,2026-01-26,100000,0,0,0,1.21,dry,68.41,58.63,MEDIUM
Galle,2026-01-27,100000,1,0,0,0.06,dry,58.63,54.08,MEDIUM
Galle,2026-01-28,100000,2,0,0,3.97,dry,54.08,54.46,MEDIUM
Galle,2026-01-29,100000,3,0,0,3.03,dry,54.46,51.45,LOW
Galle,2026-01-30,100000,4,0,0,1.96,dry,51.45,53.11,MEDIUM
Galle,2026-01-31,100000,5,1,0,6.68,dry,53.11,55.83,MEDIUM
Galle,2026-02-01,100000,6,1,1,2.51,dry,55.83,78.44,HIGH
Galle,2026-02-02,100000,0,0,0,3.08,dry,78.44,67.5,HIGH
Galle,2026-02-03,100000,1,0,0,15.54,dry,67.5,61.82,MEDIUM
Galle,2026-02-04,100000,2,0,0,7.73,dry,61.82,61.55,MEDIUM
Galle,2026-02-05,100000,3,0,0,2.88,dry,61.55,55.19,MEDIUM
Galle,2026-02-06,100000,4,0,0,1.47,dry,55.19,54.85,MEDIUM
Galle,2026-02-07,100000,5,1,0,5.07,dry,54.85,65.7,HIGH
Galle,2026-02-08,100000,6,1,0,5.38,dry,65.7,70.16,HIGH
Galle,2026-02-09,100000,0,0,0,4.76,dry,70.16,64.78,HIGH
Galle,2026-02-10,100000,1,0,0,0.34,dry,64.78,56.61,MEDIUM
Galle,2026-02-11,100000,2,0,0,6.69,dry,56.61,55.98,MEDIUM
Galle,2026-02-12,100000,3,0,0,3.59,dry,55.98,54.86,MEDIUM
Galle,2026-02-13,100000,4,0,0,0.44,dry,54.86,55.18,MEDIUM
Galle,2026-02-14,100000,5,1,0,6.3,dry,55.18,61.15,MEDIUM
Galle,2026-02-15,100000,6,1,0,1.76,dry,61.15,70.36,HIGH
Galle,2026-02-16,100000,0,0,0,2.15,dry,70.36,64.55,HIGH
Galle,2026-02-17,100000,1,0,0,1.02,dry,64.55,62.96,MEDIUM
Galle,2026-02-18,100000,2,0,0,0.96,dry,62.96,59.76,MEDIUM
Galle,2026-02-19,100000,3,0,0,7.23,dry,59.76,55.43,MEDIUM
Galle,2026-02-20,100000,4,0,0,1.54,dry,55.43,56.89,MEDIUM
Galle,2026-02-21,100000,5,1,0,2.41,dry,56.89,67.94,HIGH
Galle,2026-02-22,100000,6,1,0,1.15,dry,67.94,71.46,HIGH
Galle,2026-02-23,100000,0,0,0,7.45,dry,71.46,60.69,MEDIUM
Galle,2026-02-24,100000,1,0,0,5.16,dry,60.69,56.24,MEDIUM
Galle,2026-02-25,100000,2,0,0,17.29,dry,56.24,55.73,MEDIUM
Galle,2026-02-26,100000,3,0,0,8.02,dry,55.73,59.37,MEDIUM
Galle,2026-02-27,100000,4,0,0,6.89,dry,59.37,62.13,MEDIUM
Galle,2026-02-28,100000,5,1,0,8.35,dry,62.13,65.0,HIGH
Galle,2026-03-01,100000,6,1,0,2.06,dry,65.0,69.99,HIGH
Galle,2026-03-02,100000,0,0,0,13.16,dry,69.99,60.86,MEDIUM
Galle,2026-03-03,100000,1,0,1,2.83,dry,60.86,68.89,HIGH
Galle,2026-03-04,100000,2,0,0,2.89,dry,68.89,63.54,HIGH
Galle,2026-03-05,100000,3,0,0,1.38,dry,63.54,59.67,MEDIUM
Galle,2026-03-06,100000,4,0,0,0.65,dry,59.67,57.92,MEDIUM
Galle,2026-03-07,100000,5,1,0,5.19,dry,57.92,64.47,HIGH
Galle,2026-03-08,100000,6,1,0,1.68,dry,64.47,69.53,HIGH
Galle,2026-03-09,100000,0,0,0,9.37,dry,69.53,63.0,MEDIUM
Galle,2026-03-10,100000,1,0,0,12.56,dry,63.0,61.3,MEDIUM
Galle,2026-03-11,100000,2,0,0,3.09,dry,61.3,55.91,MEDIUM
Galle,2026-03-12,100000,3,0,0,9.23,dry,55.91,57.9,MEDIUM
Galle,2026-03-13,100000,4,0,0,5.34,dry,57.9,58.47,MEDIUM
Galle,2026-03-14,100000,5,1,0,0.98,dry,58.47,66.14,HIGH
Galle,2026-03-15,100000,6,1,0,13.85,dry,66.14,69.74,HIGH
Galle,2026-03-16,100000,0,0,0,0.22,dry,69.74,62.11,MEDIUM
Galle,2026-03-17,100000,1,0,0,6.47,dry,62.11,58.32,MEDIUM
Galle,2026-03-18,100000,2,0,0,8.51,dry,58.32,56.74,MEDIUM
Galle,2026-03-19,100000,3,0,0,9.18,dry,56.74,51.77,LOW
Galle,2026-03-20,100000,4,0,0,6.6,dry,51.77,59.71,MEDIUM
Galle,2026-03-21,100000,5,1,0,3.55,dry,59.71,68.92,HIGH
Galle,2026-03-22,100000,6,1,0,1.77,dry,68.92,76.23,HIGH
Galle,2026-03-23,100000,0,0,0,10.33,dry,76.23,67.33,HIGH
Galle,2026-03-24,100000,1,0,0,5.06,dry,67.33,59.45,MEDIUM
Galle,2026-03-25,100000,2,0,0,3.1,dry,59.45,58.54,MEDIUM
Galle,2026-03-26,100000,3,0,0,0.05,dry,58.54,59.05,MEDIUM
Galle,2026-03-27,100000,4,0,0,24.02,dry,59.05,48.77,LOW
Galle,2026-03-28,100000,5,1,0,0.52,dry,48.77,63.21,MEDIUM
Galle,2026-03-29,100000,6,1,0,1.14,dry,63.21,66.81,HIGH
Galle,2026-03-30,100000,0,0,0,4.05,dry,66.81,62.88,MEDIUM
Galle,2026-03-31,100000,1,0,0,1.04,dry,62.88,62.92,MEDIUM
Galle,2026-04-01,100000,2,0,1,2.2,dry,62.92,74.46,HIGH
Galle,2026-04-02,100000,3,0,0,0.03,dry,74.46,68.73,HIGH
Galle,2026-04-03,100000,4,0,0,7.16,dry,68.73,57.88,MEDIUM
Galle,2026-04-04,100000,5,1,0,0.81,dry,57.88,61.86,MEDIUM
Galle,2026-04-05,100000,6,1,0,1.82,dry,61.86,64.95,HIGH
Galle,2026-04-06,100000,0,0,0,6.4,dry,64.95,54.22,MEDIUM
Galle,2026-04-07,100000,1,0,0,10.87,dry,54.22,49.94,LOW
Galle,2026-04-08,100000,2,0,0,2.66,dry,49.94,56.48,MEDIUM
Galle,2026-04-09,100000,3,0,0,5.95,dry,56.48,58.95,MEDIUM
Galle,2026-04-10,100000,4,0,0,0.49,dry,58.95,55.4,MEDIUM
Galle,2026-04-11,100000,5,1,0,4.44,dry,55.4,69.57,HIGH
Galle,2026-04-12,100000,6,1,0,0.34,dry,69.57,70.81,HIGH
Galle,2026-04-13,100000,0,0,0,4.34,dry,70.81,68.02,HIGH
Galle,2026-04-14,100000,1,0,0,4.63,dry,68.02,66.7,HIGH
Galle,2026-04-15,100000,2,0,0,5.64,dry,66.7,59.13,MEDIUM
Galle,2026-04-16,100000,3,0,0,8.72,dry,59.13,59.34,MEDIUM
Galle,2026-04-17,100000,4,0,0,3.45,dry,59.34,60.24,MEDIUM
Galle,2026-04-18,100000,5,1,0,6.15,dry,60.24,64.48,HIGH
Galle,2026-04-19,100000,6,1,0,7.77,dry,64.48,61.07,MEDIUM
Galle,2026-04-20,100000,0,0,0,0.8,dry,61.07,60.24,MEDIUM
Galle,2026-04-21,100000,1,0,0,1.99,dry,60.24,55.3,MEDIUM
Galle,2026-04-22,100000,2,0,0,1.25,dry,55.3,54.78,MEDIUM
Galle,2026-04-23,100000,3,0,0,4.56,dry,54.78,55.41,MEDIUM
Galle,2026-04-24,100000,4,0,0,2.73,dry,55.41,56.79,MEDIUM
Galle,2026-04-25,100000,5,1,0,5.06,dry,56.79,63.32,HIGH
Galle,2026-04-26,100000,6,1,0,2.64,dry,63.32,68.75,HIGH
Galle,2026-04-27,100000,0,0,0,9.16,dry,68.75,65.17,HIGH
Galle,2026-04-28,100000,1,0,0,4.43,dry,65.17,54.76,MEDIUM
Galle,2026-04-29,100000,2,0,0,1.02,dry,54.76,51.0,LOW
Galle,2026-04-30,100000,3,0,1,0.13,dry,51.0,63.02,MEDIUM
Galle,2026-05-01,100000,4,0,0,0.37,monsoon,63.02,57.56,MEDIUM
Galle,2026-05-02,100000,5,1,0,10.95,monsoon,57.56,66.84,HIGH
Galle,2026-05-03,100000,6,1,0,5.32,monsoon,66.84,72.9,HIGH
Galle,2026-05-04,100000,0,0,0,27.67,monsoon,72.9,57.02,MEDIUM
Galle,2026-05-05,100000,1,0,0,3.09,monsoon,57.02,55.48,MEDIUM
Galle,2026-05-06,100000,2,0,0,9.89,monsoon,55.48,59.06,MEDIUM
Galle,2026-05-07,100000,3,0,0,2.15,monsoon,59.06,57.6,MEDIUM
Galle,2026-05-08,100000,4,0,0,10.29,monsoon,57.6,55.26,MEDIUM
Galle,2026-05-09,100000,5,1,0,8.61,monsoon,55.26,65.87,HIGH
Galle,2026-05-10,100000,6,1,0,2.6,monsoon,65.87,71.64,HIGH
Galle,2026-05-11,100000,0,0,0,14.13,monsoon,71.64,64.41,HIGH
Galle,2026-05-12,100000,1,0,0,16.05,monsoon,64.41,58.13,MEDIUM
Galle,2026-05-13,100000,2,0,0,47.06,monsoon,58.13,48.22,LOW
Galle,2026-05-14,100000,3,0,0,4.25,monsoon,48.22,49.16,LOW
Galle,2026-05-15,100000,4,0,0,35.51,monsoon,49.16,44.56,LOW
Galle,2026-05-16,100000,5,1,0,21.37,monsoon,44.56,48.98,LOW
Galle,2026-05-17,100000,6,1,0,8.96,monsoon,48.98,58.34,MEDIUM
Galle,2026-05-18,100000,0,0,0,0.97,monsoon,58.34,56.63,MEDIUM
Galle,2026-05-19,100000,1,0,0,35.54,monsoon,56.63,50.51,LOW
Galle,2026-05-20,100000,2,0,0,7.94,monsoon,50.51,49.65,LOW
Galle,2026-05-21,100000,3,0,0,6.4,monsoon,49.65,53.0,MEDIUM
Galle,2026-05-22,100000,4,0,0,12.32,monsoon,53.0,54.24,MEDIUM
Galle,2026-05-23,100000,5,1,0,41.43,monsoon,54.24,56.23,MEDIUM
Galle,2026-05-24,100000,6,1,0,4.52,monsoon,56.23,62.3,MEDIUM
Galle,2026-05-25,100000,0,0,0,19.69,monsoon,62.3,55.59,MEDIUM
Galle,2026-05-26,100000,1,0,0,12.5,monsoon,55.59,56.86,MEDIUM
Galle,2026-05-27,100000,2,0,0,9.35,monsoon,56.86,56.15,MEDIUM
Galle,2026-05-28,100000,3,0,0,6.45,monsoon,56.15,56.53,MEDIUM
Galle,2026-05-29,100000,4,0,0,1.82,monsoon,56.53,54.59,MEDIUM
Galle,2026-05-30,100000,5,1,1,4.33,monsoon,54.59,77.28,HIGH
Galle,2026-05-31,100000,6,1,0,28.52,monsoon,77.28,71.25,HIGH
Galle,2026-06-01,100000,0,0,0,1.83,monsoon,71.25,70.45,HIGH
Galle,2026-06-02,100000,1,0,0,29.51,monsoon,70.45,55.64,MEDIUM
Galle,2026-06-03,100000,2,0,0,18.46,monsoon,55.64,55.74,MEDIUM
Galle,2026-06-04,100000,3,0,0,11.76,monsoon,55.74,55.14,MEDIUM
Galle,2026-06-05,100000,4,0,0,9.94,monsoon,55.14,52.79,MEDIUM
Galle,2026-06-06,100000,5,1,0,2.72,monsoon,52.79,60.75,MEDIUM
Galle,2026-06-07,100000,6,1,0,7.96,monsoon,60.75,72.08,HIGH
Galle,2026-06-08,100000,0,0,0,15.79,monsoon,72.08,61.59,MEDIUM
Galle,2026-06-09,100000,1,0,0,10.78,monsoon,61.59,58.5,MEDIUM
Galle,2026-06-10,100000,2,0,0,24.63,monsoon,58.5,49.29,LOW
Galle,2026-06-11,100000,3,0,0,23.15,monsoon,49.29,46.77,LOW
Galle,2026-06-12,100000,4,0,0,3.37,monsoon,46.77,48.94,LOW
Galle,2026-06-13,100000,5,1,0,6.01,monsoon,48.94,58.36,MEDIUM
Galle,2026-06-14,100000,6,1,0,21.21,monsoon,58.36,54.69,MEDIUM
Galle,2026-06-15,100000,0,0,0,31.54,monsoon,54.69,49.62,LOW
Galle,2026-06-16,100000,1,0,0,31.75,monsoon,49.62,46.09,LOW
Galle,2026-06-17,100000,2,0,0,9.0,monsoon,46.09,51.95,LOW
Galle,2026-06-18,100000,3,0,0,62.99,monsoon,51.95,47.96,LOW
Galle,2026-06-19,100000,4,0,0,35.99,monsoon,47.96,44.31,LOW
Galle,2026-06-20,100000,5,1,0,11.61,monsoon,44.31,54.43,MEDIUM
Galle,2026-06-21,100000,6,1,0,16.04,monsoon,54.43,62.9,MEDIUM
Galle,2026-06-22,100000,0,0,0,25.9,monsoon,62.9,56.66,MEDIUM
Galle,2026-06-23,100000,1,0,0,50.06,monsoon,56.66,48.68,LOW
Galle,2026-06-24,100000,2,0,0,3.42,monsoon,48.68,46.81,LOW
Galle,2026-06-25,100000,3,0,0,23.62,monsoon,46.81,46.37,LOW
Galle,2026-06-26,100000,4,0,0,12.93,monsoon,46.37,53.95,MEDIUM
Galle,2026-06-27,100000,5,1,0,7.56,monsoon,53.95,64.12,HIGH
Galle,2026-06-28,100000,6,1,0,36.99,monsoon,64.12,58.29,MEDIUM
Galle,2026-06-29,100000,0,0,1,17.86,monsoon,58.29,71.13,HIGH
Galle,2026-06-30,100000,1,0,0,23.64,monsoon,71.13,59.05,MEDIUM
Galle,2026-07-01,100000,2,0,0,11.83,dry,59.05,55.85,MEDIUM
Galle,2026-07-02,100000,3,0,0,1.62,dry,55.85,53.92,MEDIUM
Galle,2026-07-03,100000,4,0,0,11.22,dry,53.92,53.04,MEDIUM
Galle,2026-07-04,100000,5,1,0,5.31,dry,53.04,61.58,MEDIUM
Galle,2026-07-05,100000,6,1,0,4.78,dry,61.58,63.83,HIGH
Galle,2026-07-06,100000,0,0,0,0.44,dry,63.83,59.94,MEDIUM
Galle,2026-07-07,100000,1,0,0,3.52,dry,59.94,58.13,MEDIUM
Galle,2026-07-08,100000,2,0,0,17.08,dry,58.13,57.3,MEDIUM
Galle,2026-07-09,100000,3,0,0,5.51,dry,57.3,56.02,MEDIUM
Galle,2026-07-10,100000,4,0,0,5.03,dry,56.02,52.24,LOW
Galle,2026-07-11,100000,5,1,0,0.06,dry,52.24,60.96,MEDIUM
Galle,2026-07-12,100000,6,1,0,4.1,dry,60.96,71.61,HIGH
Galle,2026-07-13,100000,0,0,0,11.05,dry,71.61,63.92,HIGH
Galle,2026-07-14,100000,1,0,0,0.41,dry,63.92,57.25,MEDIUM
Galle,2026-07-15,100000,2,0,0,9.77,dry,57.25,57.76,MEDIUM
Galle,2026-07-16,100000,3,0,0,8.55,dry,57.76,61.35,MEDIUM
Galle,2026-07-17,100000,4,0,0,1.89,dry,61.35,59.14,MEDIUM
Galle,2026-07-18,100000,5,1,0,3.19,dry,59.14,65.18,HIGH
Galle,2026-07-19,100000,6,1,0,2.21,dry,65.18,72.69,HIGH
Galle,2026-07-20,100000,0,0,0,3.41,dry,72.69,62.48,MEDIUM
Galle,2026-07-21,100000,1,0,0,0.95,dry,62.48,61.47,MEDIUM
Galle,2026-07-22,100000,2,0,0,6.22,dry,61.47,56.68,MEDIUM
Galle,2026-07-23,100000,3,0,0,2.14,dry,56.68,54.71,MEDIUM
Galle,2026-07-24,100000,4,0,0,2.99,dry,54.71,56.95,MEDIUM
Galle,2026-07-25,100000,5,1,0,4.85,dry,56.95,67.83,HIGH
Galle,2026-07-26,100000,6,1,0,2.17,dry,67.83,70.34,HIGH
Galle,2026-07-27,100000,0,0,0,19.34,dry,70.34,66.04,HIGH
Galle,2026-07-28,100000,1,0,1,5.03,dry,66.04,76.68,HIGH
Galle,2026-07-29,100000,2,0,0,1.97,dry,76.68,63.66,HIGH
Galle,2026-07-30,100000,3,0,0,5.8,dry,63.66,58.23,MEDIUM
Galle,2026-07-31,100000,4,0,0,9.07,dry,58.23,58.06,MEDIUM
Galle,2026-08-01,100000,5,1,0,1.64,dry,58.06,68.79,HIGH
Galle,2026-08-02,100000,6,1,0,3.59,dry,68.79,73.96,HIGH
Galle,2026-08-03,100000,0,0,0,1.82,dry,73.96,67.31,HIGH
Galle,2026-08-04,100000,1,0,0,13.93,dry,67.31,57.53,MEDIUM
Galle,2026-08-05,100000,2,0,0,10.25,dry,57.53,58.26,MEDIUM
Galle,2026-08-06,100000,3,0,0,5.47,dry,58.26,58.46,MEDIUM
Galle,2026-08-07,100000,4,0,0,1.51,dry,58.46,57.48,MEDIUM
Galle,2026-08-08,100000,5,1,0,4.11,dry,57.48,66.47,HIGH
Galle,2026-08-09,100000,6,1,0,0.59,dry,66.47,65.15,HIGH
Galle,2026-08-10,100000,0,0,0,10.0,dry,65.15,53.82,MEDIUM
Galle,2026-08-11,100000,1,0,0,3.96,dry,53.82,55.1,MEDIUM
Galle,2026-08-12,100000,2,0,0,0.59,dry,55.1,54.88,MEDIUM
Galle,2026-08-13,100000,3,0,0,2.75,dry,54.88,54.33,MEDIUM
Galle,2026-08-14,100000,4,0,0,9.77,dry,54.33,55.82,MEDIUM
Galle,2026-08-15,100000,5,1,0,1.73,dry,55.82,64.26,HIGH
Galle,2026-08-16,100000,6,1,0,8.17,dry,64.26,69.45,HIGH
Galle,2026-08-17,100000,0,0,0,0.09,dry,69.45,64.67,HIGH
Galle,2026-08-18,100000,1,0,0,1.65,dry,64.67,58.39,MEDIUM
Galle,2026-08-19,100000,2,0,0,10.31,dry,58.39,57.63,MEDIUM
Galle,2026-08-20,100000,3,0,0,3.89,dry,57.63,54.54,MEDIUM
Galle,2026-08-21,100000,4,0,0,0.51,dry,54.54,49.58,LOW
Galle,2026-08-22,100000,5,1,0,4.56,dry,49.58,59.32,MEDIUM
Galle,2026-08-23,100000,6,1,0,1.76,dry,59.32,68.62,HIGH
Galle,2026-08-24,100000,0,0,0,0.25,dry,68.62,59.44,MEDIUM
Galle,2026-08-25,100000,1,0,0,11.66,dry,59.44,58.4,MEDIUM
Galle,2026-08-26,100000,2,0,0,4.5,dry,58.4,59.17,MEDIUM
Galle,2026-08-27,100000,3,0,1,11.14,dry,59.17,73.38,HIGH
Galle,2026-08-28,100000,4,0,0,0.18,dry,73.38,62.4,MEDIUM
Galle,2026-08-29,100000,5,1,0,4.37,dry,62.4,65.49,HIGH
Galle,2026-08-30,100000,6,1,0,8.9,dry,65.49,69.38,HIGH
Galle,2026-08-31,100000,0,0,0,4.57,dry,69.38,62.92,MEDIUM
Galle,2026-09-01,100000,1,0,0,26.52,monsoon,62.92,54.83,MEDIUM
Galle,2026-09-02,100000,2,0,0,31.68,monsoon,54.83,51.22,LOW
Galle,2026-09-03,100000,3,0,0,8.44,monsoon,51.22,60.5,MEDIUM
Galle,2026-09-04,100000,4,0,0,5.72,monsoon,60.5,61.8,MEDIUM
Galle,2026-09-05,100000,5,1,0,13.82,monsoon,61.8,66.19,HIGH
